,0
1132,000101011111
1133,000101010101
1134,001001010101
1135,110101011111
1136,000101010111
1137,000101010101
1138,001010010101
1139,000101011111
1140,110001011111
1141,110001010111
1142,001110010011
1143,001110010111
1144,000101011101
1145,000001011101
1146,000001011111
1147,111010010111
1148,110001010101
1149,000101011101
1150,110001011101
1151,001001010111
1152,000101011101
1153,110101010111
1154,110110010101
1155,110101100101
1156,000101001101
1157,001001010111
1158,000101010111
1159,110101010101
1160,110001000101
1161,000101101111
1162,000101010111
1163,000101011111
1164,110001010011
1165,000101100101
1166,000101011111
1167,000101011111
1168,110110010101
1169,000101011111
1170,000101101111
1171,000101010011
1172,000101010001
1173,111010011111
1174,000101010111
1175,001001011111
1176,000101000111
1177,110001011101
1178,000101011111
1179,000101010001
1180,000101010001
1181,000001010101
1182,000101011111
1183,110001010001
1184,000101000101
1185,001010010001
1186,000101011111
1187,000101000001
1188,001001010111
1189,000001010001
1190,001001011111
1191,110001010111
1192,000101011101
1193,000101010001
1194,110001001111
1195,000001010001
1196,001001100101
1197,000101010111
1198,000001011101
1199,000101101111
1200,110001100111
1201,000001010101
1202,000101010101
1203,000001001101
1204,110101010101
1205,000101010011
1206,000101010111
1207,001001010101
1208,000101010001
1209,000101010111
1210,110001101101
1211,000101010011
1212,110001010101
1213,110101011111
1214,000101011101
1215,000101011111
1216,000101010111
1217,000101010111
1218,001001011101
1219,000101011101
1220,001001010101
1221,110001000111
1222,000101100001
1223,001001011101
1224,000101010111
1225,110001010011
1226,000101010101
1227,001001010101
1228,000101001111
1229,000101010111
1230,110001010101
1231,110001000111
1232,000101011111
1233,110101010111
1234,000101010111
1235,110001010101
1236,110001010111
1237,001010100101
1238,000101010101
1239,111010010001
1240,110001010111
1241,001001011111
1242,110001010101
1243,000101010101
1244,000101010101
1245,110001010111
1246,000101000001
1247,000101010001
1248,110001010111
1249,000101010111
1250,110001001101
1251,000101010111
1252,000101010111
1253,110001010001
1254,001001010101
1255,000101010101
1256,000101010101
1257,001001010001
1258,110001000011
1259,000101101101
1260,000101010111
1261,110001010101
1262,110101010101
1263,000101010101
1264,001010011101
1265,110001011111
1266,000101010101
1267,000101011101
1268,110001010101
1269,000101010111
1270,000101010111
1271,110001010011
1272,001001010111
1273,110001001101
1274,001001010101
1275,001001010111
1276,001110010001
1277,110110010111
1278,000101011111
1279,110001000111
1280,000101010001
1281,001001010101
1282,001001010111
1283,000101010111
1284,110101010101
1285,111110010101
1286,001001010011
1287,110001010011
1288,000101010011
1289,001001011111
1290,000001010111
1291,000101000111
1292,000101010101
1293,001001010101
1294,000001010001
1295,000101010111
1296,000101011101
1297,001110010111
1298,000101010111
1299,000101010111
1300,000001000000
1301,001010010000
1302,110001000101
1303,000101010100
1304,001010010000
1305,110001010101
1306,110001010100
1307,110001000100
1308,110001000101
1309,110001010101
1310,110001000000
1311,110001010101
1312,000001000000
1313,110001010100
1314,110001000101
1315,110001000100
1316,111111010100
1317,110001010101
1318,110001000100
1319,000001010000
1320,110001010101
1321,001010010000
1322,110001010101
1323,110001000100
1324,111010000000
1325,110001010100
1326,110001010101
1327,110001000000
1328,000001000000
1329,000101000101
1330,111010010100
1331,111010010001
1332,110001010000
1333,111010010000
1334,110001000000
1335,110101010000
1336,110001010100
1337,000001000000
1338,110001000000
1339,110001000000
1340,110001010100
1341,110001010101
1342,110001010101
1343,110110010000
1344,110001010101
1345,110001000100
1346,110001000000
1347,000001010000
1348,110001010101
1349,000101000101
1350,000101000000
1351,110001000101
1352,110001010101
1353,111010010100
1354,110001000101
1355,110001010100
1356,000101010100
1357,110001010101
1358,110110000000
1359,111010010101
1360,110101010100
1361,110001010101
1362,110001000000
1363,110001010100
1364,000001000000
1365,110001010101
1366,000001011101
1367,110001000100
1368,000101000000
1369,000101000000
1370,110001010100
1371,110101010101
1372,110001000000
1373,110101000000
1374,110110000000
1375,110110000000
1376,110001000000
1377,000001010100
1378,110001000101
1379,001010010000
1380,110001000100
1381,000001000000
1382,110001010101
1383,110101010101
1384,110001010100
1385,000001010100
1386,110001010101
1387,000001010100
1388,110001000100
1389,110001010100
1390,110110000000
1391,111010000000
1392,110001000100
1393,111111010100
1394,111010010000
1395,110001010100
1396,000001000000
1397,111111010000
1398,110001010101
1399,110001000000
1400,110101010000
1401,110001010100
1402,000101010100
1403,110001010101
1404,110001010101
1405,110001010000
1406,000001000000
1407,110001010100
1408,110001000000
1409,000001010100
1410,111110000000
1411,000110010000
1412,110001010000
1413,110110010101
1414,110001000101
1415,000001010101
1416,110110010000
1417,000001010100
1418,110001000100
1419,110001010101
1420,110101010101
1421,110001000101
1422,110001000101
1423,110001000000
1424,110001010101
1425,110001011101
1426,000001010101
1427,110001000101
1428,001111010100
1429,110001000101
1430,110110010100
1431,110101010101
1432,001111000000
1433,000101000000
1434,110001010100
1435,000001000000
1436,110001010000
1437,000001010101
1438,110101000000
1439,110101010101
1440,110001010101
1441,110001000100
1442,110101000000
1443,110001010100
1444,111010000000
1445,000110010000
1446,110101000000
1447,000110010000
1448,001010010000
1449,000001000000
1450,110001010100
1451,000101010101
1452,110101010101
1453,110001000000
1454,110001010000
1455,110101010100
1456,111110010101
1457,111010000000
1458,110101000100
1459,001010010000
1460,110101000000
1461,110001010100
1462,110101010101
1463,110101000000
1464,110001010101
1465,110101011101
1466,110001010101
1467,001010010101
1468,000001000000
1469,111010010000
1470,110001000000
1471,111010010100
1472,110110000100
1473,000110000000
1474,110001000000
1475,110101000101
1476,110001000000
1477,111010010101
1478,110110010000
1479,000001000000
1480,001010010000
1481,110001000101
1482,000001010100
1483,001010010000
1484,110001010101
1485,110001010100
1486,000001010100
1487,110001000101
1488,110001010101
1489,110001000000
1490,000001010101
1491,000001000000
1492,110001010100
1493,110001000101
1494,000001000100
1495,111111010100
1496,110001010101
1497,110001010100
1498,000001010000
1499,110001010101
1500,001010010000
1501,110101010101
1502,000001000100
1503,111010000000
1504,110001010100
1505,110001010101
1506,110001000000
1507,000101000000
1508,000101010101
1509,110110010100
1510,111110010001
1511,000001000000
1512,111010010000
1513,110001000000
1514,110101010000
1515,000001010100
1516,000001000000
1517,110001000000
1518,110001000000
1519,110001010100
1520,110001000101
1521,110001010101
1522,110110010000
1523,110001010101
1524,110001000100
1525,110001000000
1526,000001000000
1527,110001010101
1528,000101010101
1529,000101000000
1530,110001000101
1531,110001010101
1532,111010010100
1533,110001000101
1534,110001010100
1535,000101010100
1536,110001010101
1537,110110000000
1538,111010010101
1539,110101010100
1540,110001010101
1541,110001000000
1542,110001010100
1543,000001000000
1544,110001010101
1545,000001011101
1546,110001000100
1547,000001000000
1548,000001000000
1549,110001010100
1550,110101010101
1551,110001000000
1552,110101000000
1553,110110000000
1554,111010000000
1555,110101010000
1556,000001010100
1557,110001000101
1558,001010010000
1559,110001000100
1560,000001000000
1561,110001010101
1562,110001010101
1563,110101010100
1564,000001010100
1565,110001010101
1566,000001010100
1567,110001010100
1568,110001010100
1569,110110000000
1570,111010000000
1571,110001000100
1572,111111010100
1573,111010000000
1574,110001010100
1575,000001000000
1576,111111010000
1577,110001010101
1578,110001000000
1579,110101010000
1580,110001010100
1581,000101010100
1582,110001000101
1583,110001010101
1584,110001010000
1585,000001000000
1586,110101010100
1587,110001000000
1588,000001010100
1589,111110000000
1590,000110010000
1591,110001010000
1592,110110010101
1593,110001000101
1594,000101010101
1595,111010010000
1596,000001010100
1597,110001000100
1598,110001010101
1599,110101010101
1600,110001000000
1601,000000010000
1602,000000010100
1603,110001000100
1604,110001010100
1605,110001000000
1606,110001000000
1607,000101000000
1608,000101010000
1609,110101000000
1610,110001000000
1611,110101000000
1612,110001010000
1613,000101000000
1614,000000000000
1615,001001010100
1616,110001010000
1617,110101000000
1618,000101010100
1619,110101000000
1620,000000000000
1621,110001000000
1622,110101000000
1623,001001010000
1624,000000000000
1625,000101000000
1626,110001000000
1627,000101000000
1628,000000010100
1629,000000010100
1630,000000000000
1631,110001010000
1632,110001010100
1633,110001000000
1634,000101000000
1635,110001000000
1636,000101010100
1637,000101010100
1638,000000000000
1639,110101000000
1640,110101000000
1641,000101010000
1642,000101000100
1643,001001000000
1644,000000000000
1645,110001010100
1646,000101000000
1647,000101000000
1648,110101010100
1649,110001000000
1650,110101000000
1651,000000010100
1652,000101010100
1653,000101010100
1654,110001000000
1655,000101010100
1656,000101000000
1657,110001000000
1658,110001000000
1659,110001000000
1660,000101000100
1661,110001000100
1662,000101010100
1663,000000000000
1664,000101010100
1665,110101010100
1666,110001010100
1667,110001010100
1668,110001000000
1669,110001000000
1670,110001000000
1671,110001000000
1672,000000000000
1673,000000000000
1674,110001000100
1675,000101000000
1676,000101000000
1677,110001000000
1678,110001000000
1679,000101010100
1680,000000000000
1681,110101010100
1682,000101000000
1683,110001000100
1684,000000010100
1685,000000010000
1686,000101000000
1687,001001010000
1688,110001010100
1689,110001010100
1690,110001000000
1691,000101010000
1692,000101000000
1693,110001000000
1694,000000000000
1695,000101000000
1696,110101000100
1697,000101000000
1698,110001010100
1699,110001010100
1700,000000000100
1701,000000000000
1702,000000010100
1703,110101010100
1704,000000000000
1705,000101010100
1706,000101000000
1707,110101000000
1708,110001000000
1709,110001010100
1710,000000000000
1711,110001000000
1712,110001000000
1713,000101000000
1714,000000000000
1715,110001000100
1716,110001000000
1717,000000000100
1718,000101000100
1719,110001010100
1720,110001010000
1721,110101010000
1722,000000000000
1723,000101010100
1724,000101000000
1725,000101000000
1726,000101000000
1727,000101010000
1728,110001000100
1729,000000000000
1730,110001000100
1731,110001010100
1732,110001010100
1733,000000000100
1734,000000010100
1735,110001010100
1736,000000000000
1737,110101010000
1738,110001010000
1739,110001000000
1740,001001010100
1741,001001000000
1742,000101000000
1743,000101010100
1744,001001010000
1745,110001010100
1746,000000000000
1747,110001000000
1748,000000000000
1749,000101000000
1750,110101010100
1751,110001000000
1752,000101010000
1753,000101000000
1754,110101010100
1755,110001000100
1756,000101010100
1757,000101010000
1758,000000010100
1759,110001000000
1760,000000000000
1761,110001000000
1762,000101000000
1763,110001000100
1764,000101010000
1765,000101010100
1766,110001000000
1767,000101000000
1768,000000000000
1769,110001010000
1770,110001010100
1771,000101000000
1772,000000000000
1773,110001010100
1774,000101000000
1775,000101000000
1776,110001000000
1777,000101010100
1778,110001000100
1779,000000000000
1780,110101000100
1781,110001000000
1782,110001010100
1783,000000010000
1784,000000010100
1785,001001000000
1786,110001000100
1787,000101000000
1788,110001000000
1789,000101000000
1790,000000000000
1791,000101000000
1792,000000000000
1793,110101010100
1794,110001000100
1795,110001000000
1796,110101000000
1797,001001000000
1798,110001010100
1799,110001000000
1800,001001000000
1801,001001010100
1802,110101000000
1803,110001000100
1804,110101000000
1805,000000010100
1806,000101010000
1807,110001000000
1808,110101000000
1809,000101010000
1810,110001010100
1811,000101000000
1812,000101000000
1813,000101010000
1814,000101000000
1815,000000010100
1816,000101000000
1817,110001000100
1818,001001010100
1819,110001000100
1820,000000000000
1821,110101000000
1822,110001010100
1823,110001000000
1824,110101000000
1825,110001010100
1826,000000000100
1827,110101010100
1828,110001000000
1829,000101000100
1830,110001000000
1831,000101000000
1832,110001010100
1833,110001010100
1834,110001000000
1835,110001000000
1836,000100000000
1837,110001010100
1838,000000000000
1839,000101000000
1840,110001010100
1841,000101010100
1842,110001010000
1843,110001000000
1844,000101000000
1845,110001010100
1846,000101010100
1847,110001000000
1848,110101010000
1849,110001000100
1850,110001010100
1851,110001000000
1852,000000010000
1853,000100010100
1854,110001000100
1855,110001010100
1856,110001000000
1857,110001000000
1858,000101000000
1859,000101010000
1860,110101000000
1861,110001010000
1862,110101000000
1863,110001010000
1864,000101000000
1865,000000000000
1866,001001010100
1867,110001010000
1868,110101000000
1869,000101000100
1870,110101000000
1871,000000000000
1872,110001000000
